"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,693,300",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,115,500",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - ACRES HARVESTED","TOTAL","NOT SPECIFIED","228,000",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","904,265,000",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","47.26",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","10,765,058",""
"SURVEY","2021","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","221,994,500",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","29,300",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","335,135,000",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","7,178,500",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","245",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","335,135,000",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,676,000",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","502,500",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,676,000",""
"SURVEY","2021","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","248,900",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,117,840,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","233,966,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","940",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","258,109,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,551,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,169,800",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - ACRES HARVESTED","TOTAL","NOT SPECIFIED","228,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","859,731,000",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","49.62",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","11,312,256",""
"SURVEY","2020","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","232,796,200",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","31,500",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","468,688,000",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,772,500",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","215",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","468,688,000",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,142,700",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","629,800",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,142,700",""
"SURVEY","2020","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","247,700",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,174,395,000",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","231,599,500",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","935",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","279,495,000",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","6,484,800",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","1,389,600",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - ACRES HARVESTED","TOTAL","NOT SPECIFIED","228,000",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","894,900,000",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - YIELD, MEASURED IN TONS / ACRE","TOTAL","NOT SPECIFIED","49.06",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","11,186,256",""
"SURVEY","2019","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","230,209,900",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","31,500",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","447,208,000",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","8,190,000",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","260",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","447,208,000",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, FRESH MARKET, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","8,116,300",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, NOT SOLD - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","73,700",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, UTILIZED - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","8,116,300",""
"SURVEY","2019","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN, PROCESSING, UTILIZED - PRODUCTION, MEASURED IN TONS","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","260,600",""
"SURVEY","2018","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,197,642,000",""
"SURVEY","2018","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","TOMATOES","TOMATOES, IN THE OPEN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","255,388,000",""
