"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2022","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2022","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","RICE","RICE, SHORT GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","151,000",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","199,051,000",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","11,991,000",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,940",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE, LONG GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","148,000",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE, LONG GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","11,766,000",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE, LONG GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,950",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","225,000",""
"SURVEY","2022","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,500",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","186,000",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","210,627,000",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","12,105,000",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,510",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE, LONG GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","181,000",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE, LONG GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","11,910,000",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE, LONG GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,580",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","195,000",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,900",""
"SURVEY","2022","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","RICE","RICE, SHORT GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,188,000",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE - PRODUCTION, MEASURED IN $","TOTAL","NOT SPECIFIED","1,224,180,000",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","90,680,000",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,630",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE, LONG GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,080,000",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE, LONG GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","82,728,000",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE, LONG GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,660",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","107,000",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - PRODUCTION, MEASURED IN CWT","TOTAL","NOT SPECIFIED","7,897,000",""
"SURVEY","2021","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","RICE","RICE, MEDIUM GRAIN - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,380",""
